Geneid	SD1	SD2	SD3	TG1	TG3
ZN655G0890	1	1	0	0	0
ZN655G0891	3	24	13	229	11
ZN655G0892	979	1052	649	1667	765
ZN655G0893	2826	1801	1875	107	1138
ZN655G0894	480	467	476	270	359
ZN655G0895	0	0	0	0	0
ZN655G0896	0	0	0	0	0
ZN655G0897	0	0	0	0	0
ZN655G0898	0	0	0	0	0
ZN655G0899	0	0	0	0	0
ZN655G0900	0	0	0	0	0
ZN655G0901	54	28	28	28	45
ZN655G0902	0	0	0	0	0
ZN655G0903	0	0	0	0	0
ZN655G0904	13	976	1198	1	0
ZN655G0905	4	0	4	3	3
ZN655G0906	1161	2237	2516	256	2820
ZN655G0907	0	0	0	0	0
ZN655G0908	0	0	0	0	0
ZN655G0909	3	2	2	2	0
ZN655G0910	0	0	0	0	0
ZN655G0911	0	0	0	0	0
ZN655G0912	0	0	0	0	0
ZN655G0913	0	0	0	0	0
ZN655G0914	0	0	0	0	0
ZN655G0915	0	1	5	3	4
ZN655G0916	0	0	0	0	0
ZN655G0917	632	624	827	505	584
ZN655G0918	0	0	0	0	0
ZN655G0919	0	0	1	0	0
ZN655G0920	0	0	0	0	0
ZN655G0921	29	1	7	281	0
ZN655G0922	121	87	52	175	28
ZN655G0923	572	408	312	384	269
ZN655G0924	0	0	0	0	0
ZN655G0925	1	7	7	4	1
ZN655G0926	0	0	0	0	0
ZN655G0927	0	0	0	0	0
ZN655G0928	1068	828	963	1127	918
ZN655G0929	0	0	0	0	0
ZN655G0930	0	0	0	0	0
ZN655G0931	0	0	0	0	0
ZN655G0932	414	1144	557	469	1200
ZN655G0933	0	0	0	0	0
ZN655G0934	1	0	0	0	0
ZN655G0935	5069	2470	2159	3370	6175
ZN655G0936	0	0	0	0	0
ZN655G0937	1	0	3	5	78
ZN655G0938	1	2	1	13	1
ZN655G0939	0	0	0	1	0
ZN655G0940	23	41	25	22	25
ZN655G0941	45	64	40	30	21
ZN655G0942	83	60	77	43	12
ZN655G0943	1658	1983	1611	1277	1763
ZN655G0944	0	0	0	0	0
ZN655G0945	0	0	0	0	0
ZN655G0946	0	0	0	0	0
ZN655G0947	0	0	0	0	0
ZN655G0948	0	0	0	0	0
ZN655G0949	0	0	0	0	0
ZN655G0950	0	0	0	0	0
ZN655G0951	0	0	0	0	0
ZN655G0952	0	0	0	0	0
ZN655G0953	0	0	0	0	0
ZN655G0954	43	267	152	281	30
ZN655G0955	0	0	0	0	0
ZN655G0956	0	0	0	0	0
ZN655G0957	0	0	0	0	0
ZN655G0958	0	4	1	0	0
ZN655G0959	0	0	0	2	0
ZN655G0960	1907	3281	3467	35	4049
ZN655G0961	1707	1571	1384	1309	1780
ZN655G0962	219	170	176	186	172
ZN655G0963	205	16	46	0	0
ZN655G0964	0	0	0	0	0
ZN655G0965	102	147	165	221	269
ZN655G0966	87	307	99	218	167
ZN655G0967	0	0	0	0	0
ZN655G0968	1	1	1	0	0
ZN655G0969	0	0	0	0	0
ZN655G0970	0	0	0	0	0
ZN655G0971	0	0	0	0	0
ZN655G0972	0	0	0	0	0
ZN655G0973	0	0	0	0	0
ZN655G0974	2163	2351	2147	1255	1927
ZN655G0975	3358	7732	8581	2047	1658
ZN655G0976	1672	2023	1958	2181	1871
ZN655G0977	0	4	2	1	5
ZN655G0978	0	0	0	0	0
ZN655G0979	2585	11813	8816	173	4116
ZN655G0980	12	3	8	2	2
ZN655G0981	501	1122	1026	1922	33
ZN655G0982	0	0	0	0	0
ZN655G0983	380	433	375	642	526
ZN655G0984	35	37	38	20	52
ZN655G0985	66	43	22	38	78
ZN655G0986	5	1	1	0	14
ZN655G0987	0	0	0	0	0
ZN655G0988	1	1	1	3	3
ZN655G0989	0	1	0	0	0
ZN655G0990	2080	4164	2906	2646	1813
ZN655G0991	0	0	0	0	0
ZN655G0992	0	0	0	0	0
ZN655G0993	0	0	0	0	0
ZN655G0994	0	2	0	0	0
ZN655G0995	0	6	17	0	2
ZN655G0996	0	3	1	0	0
ZN655G0997	0	0	0	0	0
ZN655G0998	0	0	1	0	0
ZN655G0999	0	0	0	0	0
ZN655G1000	0	0	0	0	0
ZN655G1001	159	495	533	440	154
ZN655G1002	0	2	0	1	0
ZN655G1003	0	3	1	2	0
ZN655G1004	0	0	0	0	0
ZN655G1005	0	0	0	0	0
ZN655G1006	0	0	0	0	0
ZN655G1007	0	0	0	0	0
ZN655G1008	0	0	0	0	0
ZN655G1009	0	0	0	0	0
ZN655G1010	0	0	0	0	0
ZN655G1011	0	0	0	0	0
ZN655G1012	3	0	1	2	0
ZN655G1013	0	0	0	0	0
ZN655G1014	1774	1296	1531	937	1655
ZN655G1015	0	0	0	0	0
ZN655G1016	22	28	39	6	5
ZN655G1017	2	5	5	7	6
ZN655G1018	52	111	77	91	64
ZN655G1019	0	0	0	0	0
ZN655G1020	5	4	7	1	1
ZN655G1021	9	24	26	9	9
ZN655G1022	0	0	0	0	0
ZN655G1023	0	0	0	0	0
ZN655G1024	0	0	0	0	0
ZN655G1025	353	865	730	442	342
ZN655G1026	0	0	0	0	0
ZN655G1027	0	0	0	0	0
ZN655G1028	0	0	0	1	0
ZN655G1029	330	445	421	330	210
ZN655G1030	18	92	13	8	5
ZN655G1031	675	1235	1263	586	148
ZN655G1032	0	0	2	0	0
ZN655G1033	77	64	65	100	40
ZN655G1034	0	0	1	0	0
ZN655G1035	0	0	0	0	0
ZN655G1036	217	177	325	636	91
ZN655G1037	79	127	92	263	96
ZN655G1038	1133	617	1093	655	353
ZN655G1039	1	0	0	1	0
ZN655G1040	0	0	0	0	0
ZN655G1041	1	0	1	0	0
ZN655G1042	0	0	0	0	0
ZN655G1043	0	0	0	0	0
ZN655G1044	207	161	172	135	93
ZN655G1045	309	287	306	240	212
ZN655G1046	15	5	25	6	36
ZN655G1047	11	11	16	32	28
ZN655G1048	0	1	3	1	0
ZN655G1049	5	4	9	1	0
ZN655G1050	0	0	0	0	0
ZN655G1051	0	0	0	0	0
ZN655G1052	0	0	0	0	0
ZN655G1053	0	0	0	0	0
ZN655G1054	13	100	78	4	1
ZN655G1055	29970	7343	7263	21	74
ZN655G1056	0	0	0	0	0
ZN655G1057	0	0	0	0	0
ZN655G1058	0	0	0	0	0
ZN655G1059	0	0	1	0	0
ZN655G1060	0	0	0	0	0
ZN655G1061	1196	13	119	4	2
ZN655G1062	399	633	598	631	226
ZN655G1063	0	0	0	0	0
ZN655G1064	0	1	0	0	0
ZN655G1065	0	0	0	0	0
ZN655G1066	0	0	1	0	0
ZN655G1067	0	0	1	0	0
ZN655G1068	0	0	0	0	0
ZN655G1069	0	0	0	0	0
ZN655G1070	0	0	0	0	0
ZN655G1071	0	0	0	0	0
ZN655G1072	1	0	0	2	0
ZN655G1073	0	0	0	0	0
ZN655G1074	0	0	0	0	0
ZN655G1075	0	0	0	0	0
ZN655G1076	0	0	0	0	0
ZN655G1077	0	0	0	0	0
ZN655G1078	0	0	0	0	0
ZN655G1079	0	0	0	0	0
ZN655G1080	0	0	0	0	0
ZN655G1081	0	1	0	0	0
ZN655G1082	0	0	0	0	0
ZN655G1083	0	0	0	0	0
ZN655G1084	0	0	0	0	0
ZN655G1085	0	0	0	0	0
ZN655G1086	0	0	0	0	0
ZN655G1087	0	1	1	0	0
ZN655G1088	0	0	0	0	0
ZN655G1089	0	0	1	0	0
ZN655G1090	1	0	0	0	0
ZN655G1091	0	0	0	0	0
ZN655G1092	0	0	0	0	0
ZN655G1093	0	0	0	0	0
ZN655G1094	0	0	0	0	0
ZN655G1095	0	0	0	0	0
ZN655G1096	0	0	0	0	0
ZN655G1097	0	0	0	0	0
ZN655G1098	12	6	5	0	0
ZN655G1099	0	0	0	0	0
ZN655G1100	0	0	0	0	0
ZN655G1101	0	0	0	0	0
ZN655G1102	0	0	0	0	0
ZN655G1103	0	0	0	0	0
ZN655G1104	0	0	0	0	0
ZN655G1105	0	0	0	0	0
ZN655G1106	0	0	0	0	0
ZN655G1107	1	5	7	0	0
ZN655G1108	0	0	0	0	0
ZN655G1109	2	0	0	0	0
ZN655G1110	2064	1176	2060	73	1
ZN655G1111	0	1	0	0	0
ZN655G1112	0	0	0	0	0
ZN655G1113	0	2	1	0	3
ZN655G1114	0	0	0	0	0
ZN655G1115	0	0	0	0	0
ZN655G1116	0	2	0	0	1
ZN655G1117	0	0	0	0	0
ZN655G1118	0	0	0	0	0
ZN655G1119	0	0	0	0	0
ZN655G1120	0	0	0	0	0
ZN655G1121	2	0	0	0	0
ZN655G1122	0	0	0	0	0
ZN655G1123	0	0	0	0	0
ZN655G1124	0	0	0	0	0
ZN655G1125	0	0	0	0	0
ZN655G1126	0	0	0	0	0
ZN655G1127	0	0	0	0	0
ZN655G1128	406	462	384	899	450
ZN655G1129	4	18	13	34	6
ZN655G1130	0	0	0	0	0
ZN655G1131	495	809	782	750	756
ZN655G1132	23	33	44	25	16
ZN655G1133	71	276	129	154	72
ZN655G1134	636	1237	1679	1569	418
ZN655G1135	0	0	0	0	0
ZN655G1136	0	0	0	0	0
ZN655G1137	0	0	0	0	0
ZN655G1138	455	768	706	274	206
ZN655G1139	1	0	0	0	2
ZN655G1140	0	0	0	0	0
ZN655G1141	0	0	0	1	0
ZN655G1142	0	0	0	0	0
ZN655G1143	0	0	0	0	0
ZN655G1144	0	0	0	0	0
ZN655G1145	807	833	749	603	1517
ZN655G1146	0	0	0	0	0
ZN655G1147	0	0	0	1	0
ZN655G1148	0	0	0	0	0
ZN655G1149	0	0	0	0	0
ZN655G1150	0	0	0	0	0
ZN655G1151	0	0	0	0	0
ZN655G1152	121	50	49	3	1
ZN655G1153	3011	704	1251	17	1
ZN655G1154	0	0	0	0	0
ZN655G1155	0	0	0	0	0
ZN655G1156	0	0	0	0	1
ZN655G1157	0	0	0	0	0
ZN655G1158	0	0	0	0	2
ZN655G1159	0	0	0	0	0
ZN655G1160	0	0	0	0	0
ZN655G1161	0	0	0	0	0
ZN655G1162	0	0	0	0	0
ZN655G1163	0	0	0	0	0
ZN655G1164	0	0	0	0	0
ZN655G1165	0	0	0	0	0
ZN655G1166	0	0	0	0	0
ZN655G1167	0	0	0	0	0
ZN655G1168	0	0	0	0	0
ZN655G1169	0	0	0	0	0
ZN655G1170	0	0	0	0	0
ZN655G1171	0	0	0	0	0
ZN655G1172	0	0	0	0	0
ZN655G1173	0	0	0	0	0
ZN655G1174	0	0	0	0	0
ZN655G1175	0	0	0	0	0
ZN655G1176	0	0	0	0	0
ZN655G1177	0	1	0	0	0
ZN655G1178	0	0	0	0	0
ZN655G1179	0	0	0	0	0
ZN655G1180	0	0	0	0	0
ZN655G1181	0	0	0	0	0
ZN655G1182	0	0	1	0	0
ZN655G1183	1	0	0	0	0
ZN655G1184	0	0	0	0	0
ZN655G1185	0	0	0	0	0
ZN655G1186	0	0	0	0	0
ZN655G1187	0	0	0	0	0
ZN655G1188	0	0	0	0	0
ZN655G1189	0	0	0	0	0
ZN655G1190	0	0	0	0	0
ZN655G1191	0	0	0	0	0
ZN655G1192	0	0	0	0	0
ZN655G1193	0	0	0	0	0
ZN655G1194	0	0	0	1	1
ZN655G1195	0	0	0	0	0
ZN655G1196	0	0	0	0	0
ZN655G1197	0	0	0	0	0
ZN655G1198	0	0	0	0	0
ZN655G1199	0	0	0	0	0
ZN655G1200	0	0	0	0	0
ZN655G1201	0	0	0	0	0
ZN655G1202	0	0	0	0	0
ZN655G1203	4140	525	1125	42	15
ZN655G1204	0	0	0	0	0
ZN655G1205	0	0	0	0	0
ZN655G1206	0	0	0	0	0
ZN655G1207	0	0	0	0	0
ZN655G1208	0	0	0	0	0
ZN655G1209	0	0	0	0	0
ZN655G1210	0	0	0	0	0
ZN655G1211	0	0	0	0	0
ZN655G1212	0	0	0	0	0
ZN655G1213	0	0	0	0	0
ZN655G1214	0	0	0	0	0
ZN655G1215	0	0	0	0	0
ZN655G1216	1	2	1	0	0
ZN655G1217	0	0	0	0	0
ZN655G1218	0	0	0	0	0
ZN655G1219	0	0	0	0	0
ZN655G1220	0	0	0	0	0
ZN655G1221	0	0	0	0	0
ZN655G1222	0	0	0	0	0
ZN655G1223	0	0	0	0	0
ZN655G1224	0	0	0	0	0
ZN655G1225	0	0	0	0	0
ZN655G1226	5	3	8	1	1
ZN655G1227	0	0	0	0	0
ZN655G1228	2	7	7	5	5
ZN655G1229	0	0	0	0	0
ZN655G1230	0	0	0	0	0
ZN655G1231	0	0	0	0	0
ZN655G1232	0	0	0	0	0
ZN655G1233	0	0	0	0	0
ZN655G1234	0	0	0	0	0
ZN655G1235	0	0	0	0	0
ZN655G1236	0	0	0	0	0
ZN655G1237	0	0	0	0	0
ZN655G1238	0	0	0	0	0
ZN655G1239	0	0	0	0	0
ZN655G1240	0	0	0	0	0
ZN655G1241	0	1	0	1	1
ZN655G1242	78	176	139	417	55
ZN655G1243	458	1344	788	213	81
ZN655G1244	0	0	0	0	0
ZN655G1245	0	0	0	0	0
ZN655G1246	0	0	0	0	0
ZN655G1247	0	0	0	0	0
ZN655G1248	0	0	0	0	0
ZN655G1249	0	0	0	0	0
ZN655G1250	0	0	0	0	0
ZN655G1251	0	0	0	0	0
ZN655G1252	0	0	0	0	0
ZN655G1253	0	0	0	0	0
ZN655G1254	0	0	0	0	0
ZN655G1255	0	0	0	0	0
ZN655G1256	0	0	0	0	0
ZN655G1257	4	2	0	1	2
ZN655G1258	77	230	156	107	199
ZN655G1259	0	0	0	0	0
ZN655G1260	0	0	0	0	0
ZN655G1261	0	0	0	0	0
ZN655G1262	204	215	246	91	31
ZN655G1263	0	0	0	0	0
ZN655G1264	0	0	0	0	0
ZN655G1265	0	0	2	0	2
ZN655G1266	943	665	786	192	238
ZN655G1267	0	0	0	0	1
ZN655G1268	670	658	451	447	154
ZN655G1269	12	3	6	1	0
ZN655G1270	1	0	0	0	0
ZN655G1271	0	0	0	0	0
ZN655G1272	0	0	0	0	0
ZN655G1273	0	0	0	0	0
ZN655G1274	0	0	0	0	0
ZN655G1275	313	348	319	34	46
ZN655G1276	0	1	0	0	0
ZN655G1277	0	0	0	0	0
ZN655G1278	1	2	9	0	2
ZN655G1279	0	0	0	0	0
ZN655G1280	1395	937	872	1237	1893
ZN655G1281	308	204	239	228	380
ZN655G1282	3	4	7	0	1
ZN655G1283	54	77	105	120	22
ZN655G1284	0	0	0	0	0
ZN655G1285	0	1	0	0	0
ZN655G1286	0	0	0	0	0
ZN655G1287	0	0	0	0	0
ZN655G1288	0	0	0	0	0
ZN655G1289	59	73	46	144	123
ZN655G1290	0	0	0	0	0
ZN655G1291	0	0	0	0	1
ZN655G1292	0	1	1	1	0
ZN655G1293	1	0	0	0	2
ZN655G1294	0	0	0	0	0
ZN655G1295	0	0	0	0	0
ZN655G1296	0	0	0	0	0
ZN655G1297	0	0	0	0	0
ZN655G1298	0	0	0	0	0
ZN655G1299	0	0	0	0	0
ZN655G1300	35	41	44	45	64
ZN655G1301	0	0	0	1	0
ZN655G1302	0	0	0	0	0
ZN655G1303	0	0	0	0	0
ZN655G1304	0	0	0	0	0
ZN655G1305	4	1	2	0	11
ZN655G1306	3	2	2	0	0
ZN655G1307	2	0	1	0	0
ZN655G1308	58	143	232	9	124
ZN655G1309	72	126	134	99	130
ZN655G1310	0	0	0	0	0
ZN655G1311	0	0	0	0	0
ZN655G1312	0	0	0	0	0
ZN655G1313	0	0	0	0	0
ZN655G1314	0	0	0	0	0
ZN655G1315	0	0	0	0	0
ZN655G1316	149	300	261	49	58
ZN655G1317	0	1	0	0	0
ZN655G1318	0	0	0	0	0
ZN655G1319	257	451	748	177	1111
ZN655G1320	0	0	0	0	0
ZN655G1321	0	0	0	0	0
ZN655G1322	0	0	0	0	0
ZN655G1323	0	0	0	0	0
ZN655G1324	0	0	0	0	0
ZN655G1325	0	0	0	0	0
ZN655G1326	0	0	0	0	0
ZN655G1327	76	127	109	173	170
ZN655G1328	576	597	679	753	323
ZN655G1329	0	0	0	0	0
ZN655G1330	3	9	3	14	4
ZN655G1331	0	0	0	0	0
ZN655G1332	0	0	0	0	0
ZN655G1333	0	0	0	0	0
ZN655G1334	0	0	0	0	0
ZN655G1335	576	489	502	762	902
ZN655G1336	106	179	177	242	59
ZN655G1337	191	545	271	454	374
ZN655G1338	56	187	76	131	74
ZN655G1339	0	0	0	0	0
ZN655G1340	0	0	0	0	0
ZN655G1341	0	0	0	0	0
ZN655G1342	0	0	0	0	0
ZN655G1343	0	0	0	0	0
ZN655G1344	0	0	0	0	0
ZN655G1345	0	0	0	0	0
ZN655G1346	0	0	0	0	0
ZN655G1347	0	0	0	0	0
ZN655G1348	0	0	0	0	0
ZN655G1349	0	0	0	0	0
ZN655G1350	126	145	84	73	27
ZN655G1351	244	263	271	372	471
ZN655G1352	0	0	0	0	0
ZN655G1353	0	0	1	0	2
ZN655G1354	0	0	0	0	0
ZN655G1355	0	0	0	0	0
ZN655G1356	0	0	0	0	0
ZN655G1357	0	0	0	0	0
ZN655G1358	0	0	0	0	0
ZN655G1359	0	0	0	0	0
ZN655G1360	0	0	0	0	0
ZN655G1361	0	0	0	0	0
ZN655G1362	0	0	0	0	0
ZN655G1363	0	0	0	0	0
ZN655G1364	0	0	0	0	0
ZN655G1365	0	0	1	0	0
ZN655G1366	0	0	0	0	0
ZN655G1367	0	0	0	0	0
ZN655G1368	0	0	0	0	0
ZN655G1369	46	67	77	112	32
ZN655G1370	360	632	480	647	280
ZN655G1371	1	0	0	0	0
ZN655G1372	0	0	0	0	0
ZN655G1373	0	0	0	0	0
ZN655G1374	0	0	0	0	0
ZN655G1375	0	0	0	0	0
ZN655G1376	0	0	0	0	0
ZN655G1377	0	0	0	0	0
ZN655G1378	0	0	0	0	0
ZN655G1379	0	0	0	0	0
ZN655G1380	0	0	0	0	0
ZN655G1381	318	94	113	289	7
ZN655G1382	0	0	0	0	0
ZN655G1383	0	0	0	0	0
ZN655G1384	0	0	0	0	0
ZN655G1385	70	79	90	119	54
ZN655G1386	1050	887	674	753	1547
ZN655G1387	146	194	190	145	101
ZN655G1388	0	0	0	0	0
ZN655G1389	0	0	0	0	0
ZN655G1390	0	1	0	16	0
ZN655G1391	0	0	0	1	0
ZN655G1392	0	0	0	0	0
ZN655G1393	338	316	274	362	246
ZN655G1394	0	0	0	0	0
ZN655G1395	0	0	0	0	0
ZN655G1396	0	0	0	0	0
ZN655G1397	8	3	1	0	1
ZN655G1398	0	0	0	0	0
ZN655G1399	0	0	0	0	0
ZN655G1400	0	0	0	0	0
ZN655G1401	0	0	0	0	0
ZN655G1402	0	0	0	0	0
ZN655G1403	0	0	0	0	0
ZN655G1404	0	0	0	0	0
ZN655G1405	0	0	0	0	0
ZN655G1406	0	0	0	0	0
ZN655G1407	0	0	0	0	0
ZN655G1408	0	0	0	0	0
ZN655G1409	0	0	0	0	0
ZN655G1410	0	0	0	0	0
ZN655G1411	0	0	0	0	0
ZN655G1412	0	0	0	0	0
ZN655G1413	165	154	175	145	113
ZN655G1414	3	1	0	2	1
ZN655G1415	1	4	3	0	0
ZN655G1416	0	0	0	0	2
ZN655G1417	0	1	0	0	0
ZN655G1418	0	0	0	0	0
ZN655G1419	10	25	28	4	2
ZN655G1420	0	0	0	0	0
ZN655G1421	0	0	0	0	0
ZN655G1422	0	0	0	0	0
ZN655G1423	0	0	0	0	0
ZN655G1424	0	0	0	0	0
ZN655G1425	0	0	0	0	0
ZN655G1426	0	0	0	0	0
ZN655G1427	4	4	2	23	11
ZN655G1428	0	1	0	0	1
ZN655G1429	12	17	3	52	25
ZN655G1430	2	2	0	13	5
ZN655G1431	0	1	1	1	1
ZN655G1432	1	1	2	16	1
ZN655G1433	3	5	1	3	1
ZN655G1434	3	5	5	4	3
ZN655G1435	0	0	0	0	1
ZN655G1436	0	0	0	0	0
ZN655G1437	0	0	0	0	0
ZN655G1438	0	2	0	0	0
ZN655G1439	0	0	0	0	0
ZN655G1440	0	0	0	0	0
ZN655G1441	0	0	0	0	0
ZN655G1442	0	0	0	0	0
ZN655G1443	0	0	0	0	0
ZN655G1444	0	0	0	0	0
ZN655G1445	0	0	0	0	0
ZN655G1446	1	1	2	0	0
ZN655G1447	0	0	0	0	0
ZN655G1448	0	0	0	0	0
ZN655G1449	0	0	1	0	0
ZN655G1450	0	0	0	0	0
ZN655G1451	0	0	0	0	0
ZN655G1452	0	0	0	0	0
ZN655G1453	0	0	0	0	0
ZN655G1454	0	0	0	0	0
ZN655G1455	0	0	0	0	0
ZN655G1456	0	0	0	0	0
ZN655G1457	0	0	0	0	0
ZN655G1458	1	0	0	0	0
ZN655G1459	0	0	0	0	0
ZN655G1460	0	0	0	0	0
ZN655G1461	0	0	0	0	0
ZN655G1462	3924	1739	1745	446	3170
ZN655G1463	0	0	0	0	0
ZN655G1464	0	0	0	0	0
ZN655G1465	0	0	0	0	0
ZN655G1466	0	0	0	0	0
ZN655G1467	0	0	0	0	0
ZN655G1468	0	0	0	0	0
ZN655G1469	0	0	0	0	0
ZN655G1470	0	0	0	0	0
ZN655G1471	1031	877	767	991	1603
ZN655G1472	0	0	0	0	0
ZN655G1473	0	0	0	0	0
ZN655G1474	0	0	0	0	0
ZN655G1475	0	0	0	0	0
ZN655G1476	0	0	0	0	0
ZN655G1477	0	0	0	0	0
ZN655G1478	374	723	593	473	207
ZN655G1479	0	0	0	0	0
ZN655G1480	0	0	0	0	0
ZN655G1481	0	0	0	0	0
ZN655G1482	0	0	0	0	0
ZN655G1483	0	0	0	0	0
ZN655G1484	0	0	0	0	0
ZN655G1485	0	0	0	0	0
ZN655G1486	0	0	0	0	0
ZN655G1487	0	0	0	0	0
ZN655G1488	0	0	0	0	0
ZN655G1489	0	0	0	0	0
ZN655G1490	0	0	0	0	0
ZN655G1491	0	0	0	0	0
ZN655G1492	0	0	0	0	0
ZN655G1493	0	0	0	0	0
ZN655G1494	0	0	0	0	0
ZN655G1495	0	0	0	0	0
ZN655G1496	2940	5081	3385	9659	2127
ZN655G1497	0	0	0	0	0
ZN655G1498	0	0	0	0	0
ZN655G1499	0	0	0	0	0
ZN655G1500	0	0	0	0	0
ZN655G1501	671	778	602	1159	991
ZN655G1502	0	0	0	0	0
ZN655G1503	0	0	0	0	0
ZN655G1504	0	0	0	0	0
ZN655G1505	998	895	645	3125	323
ZN655G1506	0	0	0	0	0
ZN655G1507	0	0	0	0	0
ZN655G1508	0	0	0	0	0
ZN655G1509	0	0	0	0	0
ZN655G1510	20	24	20	11	22
ZN655G1511	4	10	11	9	12
ZN655G1512	170	128	154	190	72
ZN655G1513	0	0	0	0	0
ZN655G1514	0	0	0	0	0
ZN655G1515	0	1	0	0	0
ZN655G1516	1	40	14	6	23
ZN655G1517	199	268	140	478	281
ZN655G1518	23	52	18	107	16
ZN655G1519	0	0	0	0	0
ZN655G1520	0	0	0	0	0
ZN655G1521	180	347	320	518	351
ZN655G1522	360	260	208	979	128
ZN655G1523	1645	4513	3045	2179	2916
ZN655G1524	270	645	304	369	72
ZN655G1525	1114	897	1525	1478	894
ZN655G1526	35	120	85	128	91
ZN655G1527	0	0	0	0	0
ZN655G1528	0	0	0	0	0
ZN655G1529	0	0	0	0	0
ZN655G1530	0	0	0	0	0
ZN655G1531	0	0	0	0	0
ZN655G1532	0	0	0	0	0
ZN655G1533	0	0	0	2	0
ZN655G1534	0	0	0	0	0
ZN655G1535	0	0	0	0	0
ZN655G1536	845	738	715	1033	344
ZN655G1537	6	3	2	51	7
ZN655G1538	0	0	0	0	0
ZN655G1539	0	0	0	0	0
ZN655G1540	0	0	0	0	0
ZN655G1541	0	0	0	0	0
ZN655G1542	0	0	0	0	0
ZN655G1543	0	0	0	5	3
ZN655G1544	0	0	0	0	0
ZN655G1545	0	0	0	0	0
ZN655G1546	0	0	0	0	0
ZN655G1547	1	0	0	0	0
ZN655G1548	0	0	0	0	0
ZN655G1549	117	73	100	43	54
ZN655G1550	737	449	425	320	608
ZN655G1551	0	0	0	0	0
ZN655G1552	0	0	0	0	0
ZN655G1553	0	0	0	0	0
ZN655G1554	0	0	0	0	0
ZN655G1555	959	1398	1052	257	2242
ZN655G1556	0	0	0	0	0
ZN655G1557	210	347	345	236	134
ZN655G1558	4	0	0	0	0
ZN655G1559	0	0	0	0	0
ZN655G1560	0	0	0	0	0
ZN655G1561	111	102	120	67	111
ZN655G1562	4	5	10	1	0
ZN655G1563	5	7	14	6	4
ZN655G1564	348	460	377	289	159
ZN655G1565	287	548	480	398	151
ZN655G1566	757	173	296	200	73
ZN655G1567	8	25	14	6	13
ZN655G1568	1	1	0	0	2
ZN655G1569	0	0	0	0	0
ZN655G1570	1551	1014	865	2104	2363
ZN655G1571	0	0	0	0	0
ZN655G1572	0	0	0	0	0
ZN655G1573	0	0	0	0	0
ZN655G1574	0	0	0	0	0
ZN655G1575	291	331	117	365	832
ZN655G1576	0	0	0	0	0
ZN655G1577	0	0	0	0	0
ZN655G1578	0	0	0	0	0
ZN655G1579	889	1029	960	1021	1759
ZN655G1580	561	605	637	619	567
ZN655G1581	1098	841	1084	831	1440
ZN655G1582	28	30	27	25	84
ZN655G1583	0	0	0	0	0
ZN655G1584	0	0	0	0	0
ZN655G1585	649	724	593	606	1370
ZN655G1586	0	0	0	0	0
ZN655G1587	0	0	0	0	0
ZN655G1588	439	264	252	441	237
ZN655G1589	1931	1896	1635	1755	3331
ZN655G1590	2668	2678	2345	11129	6417
ZN655G1591	0	0	0	0	0
ZN655G1592	0	0	0	0	0
ZN655G1593	2	2	4	15	11
ZN655G1594	8	7	5	12	8
ZN655G1595	0	0	0	0	0
ZN655G1596	5	16	13	15	34
ZN655G1597	332	496	407	310	185
ZN655G1598	339	329	459	333	558
ZN655G1599	546	834	772	1270	1336
ZN655G1600	0	0	0	0	0
ZN655G1601	1293	2403	1348	2129	1836
ZN655G1602	8	9	1	26	53
ZN655G1603	0	0	0	0	0
ZN655G1604	0	0	0	0	0
ZN655G1605	3	2	1	4	2
ZN655G1606	673	1017	977	1537	847
ZN655G1607	4	4	5	3	2
ZN655G1608	3	4	4	4	2
ZN655G1609	0	0	0	0	0
ZN655G1610	0	0	0	0	0
ZN655G1611	0	0	0	0	0
ZN655G1612	558	364	447	515	396
ZN655G1613	2372	2120	2064	493	1685
ZN655G1614	484	268	320	879	991
ZN655G1615	0	0	0	0	0
ZN655G1616	0	0	0	0	0
ZN655G1617	0	0	0	0	0
ZN655G1618	2	0	1	0	1
ZN655G1619	115	315	413	188	96
ZN655G1620	23	105	61	27	39
ZN655G1621	1028	659	555	486	318
ZN655G1622	0	0	0	0	0
ZN655G1623	0	0	0	0	0
ZN655G1624	0	0	0	0	0
ZN655G1625	0	0	0	0	0
ZN655G1626	0	0	0	0	0
ZN655G1627	0	0	0	0	0
ZN655G1628	0	0	0	0	0
ZN655G1629	0	0	0	0	0
ZN655G1630	0	0	0	0	0
ZN655G1631	0	0	0	0	0
ZN655G1632	8	35	27	234	46
ZN655G1633	0	0	0	0	0
ZN655G1634	10667	9879	11587	10954	9290
ZN655G1635	363	234	267	281	347
ZN655G1636	3	1	1	15	8
ZN655G1637	31	65	61	187	39
ZN655G1638	1750	1605	1202	1760	3322
ZN655G1639	0	0	0	0	0
ZN655G1640	0	0	0	0	0
ZN655G1641	0	0	0	0	0
ZN655G1642	0	0	0	0	0
ZN655G1643	2776	1716	1046	6926	2559
ZN655G1644	0	0	0	0	1
ZN655G1645	0	1	2	1	0
ZN655G1646	165	83	57	2	26
ZN655G1647	0	0	0	0	0
ZN655G1648	1935	2419	1819	1217	1766
ZN655G1649	0	0	1	0	0
ZN655G1650	35	27	13	0	7
ZN655G1651	642	399	342	15	588
ZN655G1652	0	0	0	0	0
ZN655G1653	164	103	36	97	35
ZN655G1654	0	0	0	0	0
ZN655G1655	0	0	0	0	0
